1.872436200756055769e-06,5.195614448894048110e-06,2.041076413661357947e-06,9.999908208847045898e-01
5.773094082997401802e-15,2.295412666365737042e-13,4.893002816240305409e-16,1.000000000000000000e+00
8.687940426170825958e-04,4.090162459760904312e-03,5.138241872191429138e-02,9.436585903167724609e-01
4.183986490602364938e-12,2.657577977127623114e-11,1.831762280919690955e-14,1.000000000000000000e+00
9.517202997910700901e-12,1.655105774656107087e-10,3.571179463257578846e-11,1.000000000000000000e+00
4.930872591291819607e-23,1.123850877949731722e-21,9.759589904168052804e-25,1.000000000000000000e+00
3.504291896661015926e-07,2.999654569180165709e-08,9.999980926513671875e-01,1.467835431867570151e-06
1.639621632909538107e-10,1.415191697162754281e-08,2.630518303181617057e-10,1.000000000000000000e+00
2.970306202769279480e-02,3.644194919615983963e-03,9.541988372802734375e-01,1.245400309562683105e-02
1.719433704098254420e-17,3.014675491968372371e-16,2.167044989439563724e-16,1.000000000000000000e+00
1.150956885354048609e-09,4.865492009287208930e-09,9.441757098382907998e-11,1.000000000000000000e+00
6.978486256740967786e-13,1.589996537210147665e-11,2.221337974672721316e-10,1.000000000000000000e+00
2.503876283827671800e-13,9.192541476285565061e-13,3.573626922268209605e-14,1.000000000000000000e+00
9.999681711196899414e-01,5.863173555553657934e-07,1.063415857061045244e-05,2.057792698906268924e-05
1.445900555700063705e-02,3.812362672761082649e-03,9.737874269485473633e-01,7.941179908812046051e-03
1.100331718101310585e-11,5.918460166398631372e-11,1.901078469992989461e-12,1.000000000000000000e+00
9.574461579322814941e-01,4.463174846023321152e-03,3.003569133579730988e-02,8.054918609559535980e-03
2.684910072048296570e-09,4.464349334654116319e-09,3.008481241906224568e-10,1.000000000000000000e+00
1.795555509831459062e-10,4.375160789216181456e-10,7.159028925229904416e-11,1.000000000000000000e+00
2.726031206323753509e-13,3.249749644732013998e-14,1.021751359726730929e-16,1.000000000000000000e+00
9.680746793746948242e-01,3.144131600856781006e-02,4.399088502395898104e-04,4.412493944982998073e-05
3.665108216921453277e-09,4.361531580343580572e-09,2.753177241743287595e-09,1.000000000000000000e+00
1.361222842047145267e-16,1.879274942381673787e-15,1.011343376212894710e-16,1.000000000000000000e+00
3.287661484198400874e-14,3.810622065288093996e-13,1.334208004494241706e-11,1.000000000000000000e+00
