8.964924749026222675e-18,2.071669741323219549e-16,6.769481110601774162e-18,1.000000000000000000e+00
4.741977413492103055e-14,3.123564341206419570e-12,4.488618169913669714e-15,1.000000000000000000e+00
9.505408233962953091e-04,1.224581967107951641e-03,9.963194131851196289e-01,1.505517517216503620e-03
2.324305027959217007e-13,5.846278322563236429e-13,5.705172445580330987e-11,1.000000000000000000e+00
1.260862745766644366e-06,4.252608505339594558e-06,5.713409336749464273e-06,9.999886751174926758e-01
1.764544244053922739e-08,1.724898623933768249e-08,9.999986886978149414e-01,1.266471940652991179e-06
3.496632678434252739e-03,1.315422472544014454e-03,9.930949807167053223e-01,2.092966577038168907e-03
7.675402713402945665e-08,3.481087063050836150e-08,5.042578976599543239e-08,9.999998807907104492e-01
5.838084426263496807e-18,5.426684907839329663e-18,7.922503262485618531e-20,1.000000000000000000e+00
5.660665556206367910e-05,3.956264845328405499e-05,9.997250437736511230e-01,1.787601649994030595e-04
7.761864253552630544e-05,1.873673900263383985e-04,9.995273351669311523e-01,2.076941018458455801e-04
6.770731182339411250e-15,7.115320702424932087e-14,3.726099832325469041e-13,1.000000000000000000e+00
5.587420283392763309e-12,8.885643609790605524e-11,2.773284856968927237e-12,1.000000000000000000e+00
6.313058846268060267e-16,1.361494247285313305e-14,7.477289221005743031e-17,1.000000000000000000e+00
2.929685031897999448e-13,5.299091460769789208e-12,1.052968510181859912e-14,1.000000000000000000e+00
8.936811794063581615e-13,1.117960064800360698e-11,8.510560996438740894e-15,1.000000000000000000e+00
3.914279295713640749e-05,5.307985120452940464e-04,4.673270814237184823e-05,9.993833303451538086e-01
3.088102312176488340e-05,5.998703272780403495e-06,9.997954964637756348e-01,1.676182728260755539e-04
3.634076347225345671e-05,1.201433406095020473e-04,9.347862214781343937e-05,9.997500777244567871e-01
3.653414249420166016e-01,5.473541617393493652e-01,7.916307449340820312e-02,8.141343481838703156e-03
8.574502915143966675e-02,1.707839220762252808e-02,8.815676569938659668e-01,1.560888811945915222e-02
3.513654448503763378e-15,2.543868131280654227e-14,9.489437163032014844e-15,1.000000000000000000e+00
7.792120898172938404e-13,5.180723905429118759e-12,1.472955600805708753e-13,1.000000000000000000e+00
7.421535716707616803e-13,7.975718609859461239e-13,3.044456234422426855e-13,1.000000000000000000e+00
7.443974609486758709e-04,5.834974581375718117e-04,9.969422221183776855e-01,1.729868352413177490e-03
3.810233378809257943e-11,2.573237304660802582e-13,3.446682094463207613e-14,1.000000000000000000e+00
1.802925577306964060e-19,7.981177044490383028e-18,2.200889472460070869e-20,1.000000000000000000e+00
1.646678530395340439e-15,6.775249256080065688e-16,4.205821132698448579e-16,1.000000000000000000e+00
3.489775742687717397e-12,1.144511568851314109e-10,1.546452581876328614e-13,1.000000000000000000e+00
2.075732988271461466e-11,6.255820514389220932e-13,3.780286020739313801e-15,1.000000000000000000e+00
9.956634066957885214e-18,6.088995603011044351e-17,2.750826317085433917e-16,1.000000000000000000e+00
2.494042472545032751e-10,1.339371807906886147e-10,3.572070157026319137e-12,1.000000000000000000e+00
9.928027866408228874e-04,4.002491186838597059e-04,9.981244206428527832e-01,4.825262876693159342e-04
1.347925764061397302e-11,1.559612161639023498e-11,4.422340965648530187e-12,1.000000000000000000e+00
8.845440655977365729e-13,1.109543533439616425e-11,5.745697225834935085e-15,1.000000000000000000e+00
2.269401215016841888e-02,8.129829168319702148e-02,1.935352385044097900e-01,7.024725079536437988e-01
9.999723434448242188e-01,3.418798826260172063e-07,9.705146112537477165e-06,1.767314461176283658e-05
4.573785660304288608e-20,8.107666195039541808e-18,7.012709601840991110e-21,1.000000000000000000e+00
1.473096666870787885e-08,2.430847079182285597e-09,9.999997615814208984e-01,1.831242713024039404e-07
2.712914445855311519e-16,4.624323435975649307e-15,2.919193207474857221e-13,1.000000000000000000e+00
2.073301518532369436e-13,5.902096845110393897e-13,6.826683315863668611e-12,1.000000000000000000e+00
4.155817356910063154e-11,7.668484597322944296e-11,2.458488745915587970e-09,1.000000000000000000e+00
6.935801325630430725e-12,2.167970469812985357e-09,4.701437589932355721e-12,1.000000000000000000e+00
1.883365688000438430e-15,7.852987296628598929e-15,3.506521245241756013e-13,1.000000000000000000e+00
1.783906355967701529e-12,1.788588374629362932e-11,6.167846588285216813e-14,1.000000000000000000e+00
4.269018949107361571e-14,3.973073768853002674e-14,1.018056353194879415e-14,1.000000000000000000e+00
9.068327685990418274e-12,2.336271150496505022e-12,7.353475196380382384e-14,1.000000000000000000e+00
2.881858987557883722e-11,5.156305070419531233e-12,9.815986321297029416e-14,1.000000000000000000e+00
4.422986507415771484e-01,2.458845973014831543e-01,2.890684306621551514e-01,2.274824492633342743e-02
