6.453614531665152754e-08,4.940611120218818542e-07,1.128531668115329012e-08,9.999994039535522461e-01
3.542711368709205999e-08,3.373052592792191717e-08,9.450018545464899944e-09,1.000000000000000000e+00
1.478608028264716268e-04,2.793737221509218216e-04,9.995550513267517090e-01,1.770935705280862749e-05
4.852985963225364685e-03,2.352128271013498306e-03,7.611663546413183212e-03,9.851831793785095215e-01
3.562680212780833244e-04,1.592470071045681834e-04,5.731350756832398474e-05,9.994271993637084961e-01
4.725193036847485928e-08,1.220456510964140762e-06,5.747220477303471853e-09,9.999988079071044922e-01
1.247642002999782562e-02,2.032788004726171494e-03,9.749783873558044434e-01,1.051236782222986221e-02
2.950453136270196099e-15,8.288904332603552055e-15,1.077553031612193957e-13,1.000000000000000000e+00
3.044694487849830544e-13,3.918365631960796236e-12,3.964571032577524079e-11,1.000000000000000000e+00
5.422888804673675622e-10,1.753440503904357683e-09,3.107582247086071447e-10,1.000000000000000000e+00
1.370258158377374649e-14,3.578203610688814040e-14,3.223695588900829523e-15,1.000000000000000000e+00
4.292079935908077459e-08,1.556717421635767096e-07,1.309205188704254397e-08,9.999998807907104492e-01
3.230059770950024708e-15,5.365539691151374746e-14,1.193710827071276653e-15,1.000000000000000000e+00
6.239603322910625138e-08,1.125765507481446548e-07,3.108359294401452644e-07,9.999995231628417969e-01
1.022727841542940552e-13,8.422242937788926298e-12,9.832063684262273839e-14,1.000000000000000000e+00
1.987496755714857066e-12,3.478657683089747543e-12,2.058327670090807915e-14,1.000000000000000000e+00
1.179424780062277023e-09,1.787430758959374089e-09,3.208233956275563514e-10,1.000000000000000000e+00
3.044800522822299627e-12,2.213588340405081567e-11,7.390871768764295524e-12,1.000000000000000000e+00
9.987164735794067383e-01,1.863645229605026543e-05,9.506775531917810440e-04,3.142449131701141596e-04
3.404667867079602672e-11,1.443077601859243941e-10,3.208422069689298439e-11,1.000000000000000000e+00
8.676488860714925977e-09,6.153869236413811450e-08,2.057806591793109874e-09,9.999998807907104492e-01
3.976348125434014946e-06,7.641041861461417284e-07,4.340501220667647431e-07,9.999948740005493164e-01
7.311106650710369644e-16,9.024512907795934069e-13,5.416948810049845766e-16,1.000000000000000000e+00
7.346396450884640217e-04,9.225497342413291335e-05,6.049877498298883438e-03,9.931232333183288574e-01
9.996639490127563477e-01,4.712859299615956843e-05,9.314586350228637457e-05,1.957459608092904091e-04
9.994514584541320801e-01,3.713523619808256626e-05,3.450523072388023138e-04,1.663330622250214219e-04
7.696483207697557560e-12,3.797710756980876567e-11,4.473781067826365643e-11,1.000000000000000000e+00
9.662755040551473940e-10,2.319336500633539799e-09,1.044780928438626688e-09,1.000000000000000000e+00
1.372251556830406116e-08,2.197176485196905560e-08,2.564208625699393451e-05,9.999743700027465820e-01
1.922183895072034771e-14,3.750919388458007209e-14,3.951218285934768315e-14,1.000000000000000000e+00
1.635784733781584475e-15,1.959213465020561568e-14,6.513500143879889112e-18,1.000000000000000000e+00
5.567041619358725768e-11,1.154661366520315369e-10,4.130518149736417399e-09,1.000000000000000000e+00
3.883337834849953651e-03,3.706425894051790237e-03,9.901284575462341309e-01,2.281738677993416786e-03
6.809867773849287431e-12,8.102288284739245228e-10,3.272605710730180917e-12,1.000000000000000000e+00
2.192368420139700902e-08,2.960729261758388020e-08,5.262225766244910119e-09,1.000000000000000000e+00
5.098782897145560323e-22,9.749530685643875723e-20,6.818059927904359658e-22,1.000000000000000000e+00
4.554786181467512796e-14,5.533023583574603332e-13,4.381281307804657521e-14,1.000000000000000000e+00
3.818501070895763405e-12,2.143359101314246118e-11,2.670260073500685394e-06,9.999973773956298828e-01
