Headline,Body ID,Stance,prob_0,prob_1,prob_2,prob_3
"Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man",2256,unrelated,1.3426073e-07,4.8028554e-09,5.111224e-07,0.9999994
North Korean dictator Kim Jong-Un to open restaurant in Scotland,239,unrelated,7.171407e-08,1.1783801e-07,7.507761e-08,0.99999976
Russian Yeti Or Bigfoot Hoax? New Footage Sparks Debate,2302,unrelated,6.624873e-08,3.6286822e-09,5.2040505e-06,0.99999475
#Hairgate: iPhone 6 users say device pulls out hair,1769,discuss,0.0002943657,9.34662e-06,0.99969494,1.3774344e-06
Kim Jong-un: obese leader 'fractured both ankles',186,unrelated,1.8721401e-08,6.341452e-09,2.275833e-06,0.99999774
Macaulay Culkin dead hoax: Fake death report spreads on social networks,1502,unrelated,3.33856e-07,6.4502814e-08,1.164662e-08,0.99999964
Russian Yeti Or Bigfoot Hoax? New Footage Sparks Debate,1331,unrelated,3.7983898e-07,5.354009e-09,2.0016375e-07,0.9999994
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",1130,disagree,0.007784512,0.99107003,0.0009165501,0.00022894835
Eyewitness Says Viral Video of Homeless Man Was Staged,1074,unrelated,1.353895e-08,2.9829938e-08,2.1745466e-07,0.99999976
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,1543,unrelated,7.1955895e-08,5.6480527e-09,9.677149e-06,0.9999902
"Former Porn Star Behind YouTube Sensation ‘DC Toy Collector,’ Makes $5 Million Per Year Unboxing Disney Toys",2314,unrelated,0.0002106987,6.2246045e-06,5.121199e-05,0.99973184
ISIS Getting Ebola,936,discuss,0.000233597,0.0016317789,0.9981179,1.6679172e-05
Would you take a bite out of the world's oldest burger? Men keep Quarter Pounder they bought 20 YEARS ago for a friend who never showed up to meet them,1806,unrelated,3.034103e-06,4.0427608e-08,2.6212623e-05,0.9999707
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,1351,unrelated,5.2005472e-08,1.3680511e-08,1.3074194e-06,0.99999857
This Is What It Looks Like When A Son Pays Off His Parents’ Mortgage As A Christmas Present,1631,unrelated,2.5536067e-08,8.137553e-09,5.185306e-07,0.9999994
New Audio Recording From Ferguson May Capture Michael Brown Shooting,2220,discuss,5.820315e-05,1.1029217e-06,0.9999405,1.8804671e-07
ISIS executioner 'Jihadi John' named by media,2033,unrelated,8.0178545e-08,1.714059e-08,3.0031837e-05,0.99996984
