Headline,Body ID,Stance,prob_0,prob_1,prob_2,prob_3
‘Photo of slain IS leader’ reported to be doctored,1522,discuss,0.0013594285,0.00037059397,0.9977024,0.00056753086
Report: A Radically Redesigned 12-Inch MacBook Air Is Coming,2177,unrelated,3.7668013e-08,4.9923145e-08,2.5681206e-06,0.9999974
iOS 8 bug could delete your iCloud Drive documents,221,unrelated,1.4492883e-07,2.7779377e-08,1.3046414e-07,0.99999964
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",1885,discuss,0.0031134894,0.0010384975,0.99583983,8.171886e-06
"ISIS Video Shows Execution of David Cawthorne Haines, British Aid Worker",1011,unrelated,5.742961e-07,8.512829e-09,0.00010212455,0.99989724
Nicaragua says meteorite probable cause of blast in capital,1917,unrelated,3.234671e-08,1.4835667e-08,1.7862579e-06,0.9999982
ISIS pays tribute to its 'Cub of Baghdadi' child soldier,1261,unrelated,1.7610985e-07,4.8294705e-08,2.739922e-07,0.9999995
Video Purports To Show Beheading Of U.S. Journalist By Militants,1385,unrelated,1.1547881e-07,7.468711e-08,0.0004388785,0.9995609
Soldier shot near Canadian parliament building,984,unrelated,3.0951887e-07,6.396957e-08,8.1380595e-06,0.99999154
Research Medical Center denies reports that a patient has Ebola,2127,agree,0.980455,0.0014414646,0.010583063,0.0075204633
Shots Heard In Alleged Brown Shooting Recording [AUDIO],195,unrelated,4.7811373e-08,3.400383e-09,7.0893702e-06,0.99999285
Was The Batmobile Stolen In Detroit?,2519,discuss,0.002600166,0.0016485897,0.99574935,1.8417252e-06
"Hundreds of dog-lovers from around the world offer home to pet abandoned at the railway station with a suitcase containing his pillow, toy, bowl and favourite food",424,unrelated,1.9637532e-08,1.16519985e-08,1.8036343e-07,0.99999976
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,1143,discuss,0.00235802,0.0004084305,0.99722147,1.2072382e-05
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",40,unrelated,4.242316e-09,6.5533303e-09,7.872885e-06,0.99999213
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1569,unrelated,1.4843084e-06,1.2521416e-08,1.3445535e-07,0.99999833
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,2250,discuss,0.002001399,3.2030686e-05,0.9979619,4.703038e-06
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,1916,discuss,0.0023521946,0.00032261302,0.9972512,7.392059e-05
Teacher sex tape exposed as a FAKE after internet detectives trace the origin of pornographic clip,1496,agree,0.57009625,0.4239409,0.005283582,0.00067924586
Islamic State using 'SCORPION bombs' to terrorise victims,2070,unrelated,9.04547e-07,1.4644782e-08,8.964654e-08,0.99999905
Iraq Denies Lebanon Captured Abu Bakr al-Baghdadi's Wife and Child,1943,unrelated,2.8403088e-07,9.711905e-09,2.874221e-08,0.99999964
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,800,unrelated,5.0727476e-08,1.08436025e-08,1.2680032e-06,0.9999987
Luke Somers: British-born photojournalist 'killed by al-Qaeda after failed rescue attempt in Yemen',1119,discuss,0.00031961701,2.9211082e-05,0.9996505,7.09569e-07
"Accused Boston Marathon Bomber Severely Injured In Prison, May Never Walk Or Talk Again",385,unrelated,0.00012877813,2.5583115e-05,3.1130223e-06,0.9998425
Isis claims to behead US journalist,826,unrelated,6.2895955e-09,5.3103295e-09,5.9985387e-06,0.99999404
Is There an ISIS Threat on the Texas-Mexico Border or Not?,2093,discuss,2.9259985e-05,3.632593e-06,0.999967,1.3488922e-07
"Apple Watch pricing: Will you spend $5000 for Gold edition, $500 for stainless steel?",444,unrelated,6.2191194e-09,5.852711e-11,2.5495883e-08,1.0
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",1906,unrelated,3.018726e-08,2.24968e-09,2.8402275e-07,0.99999964
'Hairgate': iPhone hit by new social media storm,403,unrelated,2.6327532e-06,5.1022407e-06,8.159067e-06,0.99998415
"Boko Haram denies truce, says kidnapped girls married",2520,unrelated,7.6248465e-09,2.747266e-10,1.0484945e-06,0.9999989
New policy could reduce marijuana possession arrests,296,unrelated,2.1646507e-09,6.5295325e-09,9.683794e-07,0.99999905
"Hundreds of dog-lovers from around the world offer home to pet abandoned at the railway station with a suitcase containing his pillow, toy, bowl and favourite food",391,unrelated,2.158118e-07,2.5729179e-09,4.6400125e-08,0.99999976
Luke Somers' sister says he was killed in failed Yemen rescue attempt,1256,unrelated,3.76996e-05,9.219874e-08,0.00010091957,0.99986124
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1358,unrelated,3.0149386e-06,2.338493e-07,3.9380737e-07,0.9999963
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,2329,unrelated,1.3804214e-08,1.6086577e-08,5.830202e-07,0.9999994
CNN Posts Alleged Audio of Michael Brown Shooting,2287,discuss,5.492606e-06,8.2443046e-07,0.99996805,2.5629455e-05
The Man Who Says Comcast Got Him Fired Has Filed a Lawsuit,2149,unrelated,5.1387156e-06,2.0758189e-06,0.0009005328,0.9990922
'I aborted my baby because it was a boy': Outrage after 'feminist' blogger claims gender prompted termination,447,discuss,0.023136836,0.00028723193,0.9765719,4.0154423e-06
"Dead for 48 minutes, this Catholic Priest claims God is female",2515,agree,0.99592066,0.0029246565,0.0011255593,2.9157265e-05
Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,1157,unrelated,6.304921e-08,1.3653772e-08,7.632961e-07,0.99999917
IS militant 'Jihadi John' named as Mohammed Emwazi from London,527,unrelated,7.70806e-08,6.680035e-09,2.6050513e-08,0.9999999
‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,831,unrelated,1.1682507e-08,1.3747306e-08,5.550353e-05,0.99994445
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,2272,disagree,0.00985577,0.98141205,0.008725547,6.5626655e-06
ISIS Seemingly Beheaded American Journalist James Wright Foley,2304,unrelated,1.8383905e-07,6.045129e-08,0.00012402068,0.99987566
