Headline,Body ID,Stance,prob_0,prob_1,prob_2,prob_3
An Indian Civil Servant Just Got Sacked After Not Turning Up For Work For 25 Years,2002,unrelated,5.7249196e-08,3.1439452e-08,2.2370327e-06,0.9999976
Video Purports to Show Beheading of American Journalist,2115,unrelated,1.6748183e-08,4.772422e-09,9.491026e-08,0.9999999
"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",2197,unrelated,1.7478521e-07,2.1451914e-08,0.00014510802,0.9998547
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,2097,unrelated,6.5758854e-07,1.9805132e-07,5.2283184e-07,0.99999857
1901 Boston time capsule yields small red book,2003,unrelated,4.757866e-08,1.0340548e-07,1.5374867e-06,0.99999833
Comcast Declares War on Tor?,1280,unrelated,1.1648267e-08,4.5030557e-09,1.8378627e-06,0.9999981
BATMAN VS. SUPERMAN BATMOBILE STOLEN,1459,discuss,6.5421176e-05,6.9529624e-06,0.9999275,6.503738e-08
Eyewitness Says Viral Video of Homeless Man Was Staged,634,unrelated,5.822378e-06,2.6149205e-06,7.1948314e-05,0.99991965
North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,1465,discuss,0.022890756,6.662504e-05,0.9770123,3.0282825e-05
Ferguson riots: audio may have captured Michael Brown shooting,1921,unrelated,7.0775066e-09,2.0033284e-09,1.733085e-05,0.9999827
ISIS Militant “Jihadi John” Identified As Young West Londoner,2184,unrelated,8.174008e-08,1.6238904e-08,4.458165e-08,0.9999999
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",2192,unrelated,2.7654747e-09,1.0712781e-08,6.44785e-06,0.99999356
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,649,unrelated,1.2319081e-08,6.6963883e-09,2.1483352e-07,0.99999976
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",2067,agree,0.9973762,2.570029e-06,0.002520211,0.00010101785
Cheese blamed for North Korean leader Kim Jong-un's broken ankles,2053,discuss,0.06957974,7.897869e-05,0.9302221,0.00011920822
White House Fence Jumper Pushed Past Female Guard,1323,unrelated,5.556039e-08,2.4294769e-08,3.7157124e-06,0.9999962
"Tiger Woods is not on suspension for failing a drug test, his agent and a PGA official say",169,agree,0.54257196,0.0004882323,0.456925,1.47989385e-05
Low-level marijuana possession could soon land you a ticket instead of arrest in New York City,1528,unrelated,1.3090711e-07,7.70059e-09,2.7875505e-08,0.9999999
Seth Rogen to play Woz in Jobs biopic,1197,unrelated,1.8575686e-07,1.8292458e-09,2.9314247e-08,0.99999976
Magic mushrooms found in BUCKINGHAM PALACE by Alan Titchmarsh,513,unrelated,3.8389373e-07,4.743582e-08,6.16738e-08,0.9999995
Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,633,disagree,0.062087785,0.89814436,0.03972915,3.8671533e-05
ISIS Blasts 'Scorpion Bombs' At Civilian Areas In Iraq; Mosul Residents Living In Fear,730,unrelated,7.0662686e-06,3.8933217e-07,0.00041786817,0.9995747
