Headline,Body ID,Stance,prob_0,prob_1,prob_2,prob_3
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,2037,discuss,0.002262649,6.569608e-05,0.9976671,4.63088e-06
"No, a bird didn't poop on Vladimir Putin",2367,unrelated,1.2465913e-05,0.00040746675,4.9749437e-06,0.9995751
"No, that broken pencil illustration isn't by Banksy",1747,unrelated,0.0003625827,1.8962867e-06,6.001638e-06,0.9996295
Video Purports To Show Beheading Of U.S. Journalist By Militants,2115,unrelated,4.057215e-08,5.8141723e-09,4.7272584e-07,0.9999995
Israeli-Canadian Woman 'Captured' By ISIS Says She Is 'Safe And Secure',1106,discuss,0.011558641,0.00086742226,0.9875717,2.2280688e-06
Michael Phelps’ ‘girlfriend’ reveals she was born a man – and never told the swimmer,521,unrelated,1.7223988e-08,2.2865554e-09,1.4010678e-07,0.9999999
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,1408,unrelated,1.9880618e-08,3.381367e-09,3.9501358e-09,1.0
Fence-jumper made it farther in White House than Secret Service let on,1580,unrelated,7.81271e-06,1.0350695e-08,5.380661e-07,0.99999166
ISIL militant 'Jihadi John' named by media,2202,discuss,3.32104e-06,1.3571296e-06,0.99999416,1.1486536e-06
Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,226,unrelated,3.6627875e-07,2.6959283e-08,0.00012377292,0.9998758
Dog abandoned at Scottish rail station with suitcase full of belongings  Read more: http://www.ctvnews.ca/world/dog-abandoned-at-scottish-rail-station-with-suitcase-full-of-belongings-1.2175026#ixzz3O9Shc1IO,347,unrelated,4.6812735e-07,4.2585224e-08,5.856793e-06,0.9999937
An Indian Civil Servant Just Got Sacked After Not Turning Up For Work For 25 Years,1646,unrelated,2.422906e-06,1.7652054e-07,3.1702692e-07,0.99999714
VIDEO: Son Stuns Parents By Paying Off Their Mortgage As Christmas Surprise,1933,unrelated,1.0973108e-06,4.183714e-08,1.0961697e-06,0.99999774
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1120,unrelated,1.8261465e-08,3.772882e-09,9.425009e-05,0.9999057
Michael Phelps’ alleged girlfriend says she was born intersex,1524,unrelated,3.3466854e-08,1.0555528e-08,8.0797935e-07,0.99999917
State House time capsule from 1795 unearthed,690,unrelated,1.2295163e-07,7.468806e-09,4.2623358e-07,0.9999994
'Sex attacker' has penis cut off with a cleaver in India,1210,unrelated,9.649992e-08,1.9742599e-08,8.4465967e-07,0.99999905
"No, a Planetary Alignment on Jan. 4, 2015, Won’t Decrease Gravity",1260,unrelated,0.00066131336,1.7904748e-06,1.1235637e-05,0.99932563
Armed U.S. drones spotted flying over Syria in possible hunt for ISIS leader,2413,unrelated,1.3523492e-05,7.567042e-07,8.416224e-06,0.99997735
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1336,agree,0.97352546,1.1695742e-05,0.026384352,7.844699e-05
"Tropical spider burrows under man's skin, lives there for three days",1888,unrelated,9.0920895e-07,5.0593997e-07,1.1511627e-07,0.99999845
"North Korean leader Kim Jong Un had ankle surgery, report says",2210,unrelated,5.7506475e-09,1.39546374e-08,6.877024e-08,0.9999999
Militant Group Says It Killed American Journalist in Syria,533,unrelated,3.2725232e-08,1.691417e-09,5.742759e-07,0.9999994
Nun 'has surprise baby' after complaining of stomach pains,391,unrelated,1.3408197e-07,6.3812715e-09,4.1817646e-07,0.9999994
Schoolboy almost killed by electric shock claims he now has superpowers like Magneto,2526,unrelated,6.430992e-05,9.468108e-06,0.066657074,0.9332692
"Amazon to launch first brick-and-mortar store, report says",2045,discuss,0.00056302076,5.2597352e-05,0.9993807,3.6662343e-06
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",1588,agree,0.9077746,0.02129778,0.07092023,7.389813e-06
Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,702,unrelated,1.6755979e-07,4.7490396e-08,2.5247338e-05,0.9999745
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,961,unrelated,1.4015353e-07,8.9176766e-08,3.962754e-08,0.99999976
"So, There Might Be a Rat Infestation at Vogue",959,discuss,1.2678682e-05,3.8184658e-06,0.9999832,2.7357757e-07
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,1808,unrelated,1.2039683e-05,1.2181544e-05,0.0008971655,0.99907863
Matt Taibbi on leave of absence from First Look Media,569,unrelated,0.00013546854,1.2230704e-05,0.0038805802,0.99597174
Boko Haram Denies Nigeria Cease-Fire Claim,2096,unrelated,4.8833857e-07,1.6094814e-08,1.2571691e-05,0.9999869
"No, Pumpkin Spice Condoms Are Not A Real Thing",121,unrelated,1.51093e-07,2.745752e-08,2.9286975e-08,0.99999976
"White House Fence-Jumper Overpowered Secret Service Officer, Ran Through Much of Main Floor",311,unrelated,1.9265661e-07,5.7068603e-09,2.5850088e-06,0.99999726
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,2064,agree,0.9876345,0.00050598884,0.011844557,1.4966141e-05
“Axl Rose dead 2014” : Guns N' Roses frontman killed by internet death hoax,1859,agree,0.99180335,0.0019931705,0.0061645396,3.8982293e-05
"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",2293,discuss,0.0017154426,0.00084537076,0.99743915,5.1596473e-08
An audio recording of the Michael Brown shooting has reportedly surfaced,1605,discuss,3.2304565e-06,4.8543916e-07,0.9999962,1.0342419e-07
Christian Bale quits Steve Jobs movie,2403,unrelated,7.9463746e-08,8.7837435e-09,3.4012992e-06,0.99999654
Report: Amazon to Launch Ad-Supported Streaming Service,1744,unrelated,1.26252315e-08,7.3019635e-09,1.890015e-05,0.99998105
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',1679,discuss,0.004793669,4.2690335e-05,0.99502254,0.00014114175
"Big Bank Hank, co-founder of the Sugarhill Gang, has died",40,unrelated,2.4593332e-08,5.6671516e-09,3.2127386e-07,0.99999964
"Tropical spider burrows under man's skin, lives there for three days",2459,unrelated,7.891013e-07,1.9994444e-07,4.358095e-08,0.9999989
"Forty years ago, Lego wrote a powerful letter to parents about how gender works",1901,unrelated,6.570769e-06,1.0276789e-07,2.0016516e-07,0.9999931
"This boy nearly died, now he has a superpower like Marvel’s Magneto",887,agree,0.99294245,0.00046628676,0.006572174,1.909169e-05
Isis claims to behead US journalist,2524,discuss,0.0003165625,2.421144e-06,0.9993767,0.00030433445
"Source: Pot in NYC may soon net just a ticket, not arrest",1406,discuss,6.486755e-05,7.681699e-06,0.99991095,1.6498347e-05
"Apple Watch Pricing to Reportedly Start at $500 for Stainless Steel, $4,000 for Gold",2277,discuss,8.0427184e-05,2.1711903e-06,0.99991274,4.665655e-06
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,1358,unrelated,1.0491027e-08,1.3608539e-09,1.2400392e-08,1.0
"Apple Media Event Rumored for Late February, Apple Watch and 12"" MacBook Air Likely Topics [Updated]",1950,unrelated,3.6094425e-09,1.942289e-09,1.5497431e-08,1.0
Pumpkin Spice condoms? Don't fall for this hoax.,1642,unrelated,1.5210881e-07,1.2295138e-08,2.7492737e-08,0.99999976
Robert Plant ripped up $800M Led Zeppelin reunion contract,2489,discuss,0.002395471,0.0009981791,0.9966016,4.772004e-06
Christian Bale to Play Steve Jobs in New Movie,919,unrelated,1.0754552e-05,3.8578813e-07,2.885695e-06,0.99998593
Woman spends a week in KFC to get over her break up,2414,agree,0.9971661,0.00010007328,0.0027204955,1.3274299e-05
Rumor Fatigue Sets In at False Alarms of Castro’s Death,47,unrelated,4.0548122e-07,1.4063629e-08,1.6289035e-06,0.999998
"No, there aren’t any Ebola cases in Iraq",1821,unrelated,8.302576e-07,3.531104e-08,2.13105e-07,0.9999989
YPG Confirms: Gill Rosenberg Not Captured in Kobani,714,discuss,0.0069118603,0.0002037438,0.99288285,1.5737959e-06
ISIS Video Claims to Show Beheading of British Hostage,1528,unrelated,6.921945e-07,5.703763e-08,1.3186546e-05,0.99998605
Fisherman lands 19 STONE catfish which could be biggest in world to be hooked,2196,agree,0.9734831,0.00037998133,0.017382618,0.008754357
"In Moscow, police are looking for a felon, cut the male genitals",1854,unrelated,6.8014444e-08,1.5580149e-08,1.821676e-06,0.9999981
IS Fighters Seize Weapons Cache Meant for Kurds,1127,agree,0.9639426,0.000111634516,0.03439248,0.0015532945
Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,1083,unrelated,7.049091e-06,2.9927978e-07,2.3547993e-06,0.99999034
"Fidel Castro Dead? Yes, He Is… But The Cuban Leader Is Alive, Death Rumors Proven False",858,discuss,0.026369361,5.4167012e-06,0.97362137,3.836151e-06
Resetting iOS 8 Preferences May Wipe iCloud Files,2061,unrelated,2.3044286e-08,5.985105e-08,4.3478455e-08,0.9999999
"Is Kim Jong-un's Sister, Kim Yo-jong, Running North Korea In His Mysterious Absence?",2489,unrelated,1.2665759e-08,1.98898e-09,3.0482868e-06,0.9999969
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",1439,unrelated,2.2083103e-08,1.0906395e-08,7.768824e-07,0.99999917
"Despite no Ebola case in Kansas City, the rumor goes viral",99,unrelated,1.9201673e-07,1.8319279e-08,1.0884378e-07,0.99999964
Future Apple Watches could include platinum models - report,887,unrelated,1.18445715e-08,1.3671081e-09,3.394933e-08,1.0
20-Year-Old Quarter Pounder Looks About the Same,5,agree,0.7834829,0.0019780984,0.21447988,5.9168873e-05
Nigeria says it has deal with Boko Haram to release kidnapped girls,1019,unrelated,3.206296e-08,1.9987176e-08,6.065625e-07,0.9999993
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",1471,discuss,0.00089705037,6.772447e-06,0.99906856,2.7698079e-05
NBC weatherman caught urinating in the woods live on air,40,unrelated,3.004466e-08,6.198901e-07,7.668738e-07,0.99999857
"Boko Haram denies truce, says kidnapped girls married",2502,unrelated,1.648249e-08,2.7407177e-09,6.3548114e-08,0.9999999
KANE'S FUTURE IN WINNIPEG IN DOUBT?,1577,discuss,0.063368775,0.0013631232,0.585245,0.3500231
'There is no limit to their depravity' Islamic State FEED mother her own SON,2349,unrelated,0.0001804494,4.1386384e-06,2.5467654e-05,0.99979
The Pumpkin-Spice Condom Is Just a Figment of Your Own Gross Imagination,1988,unrelated,2.3973648e-08,9.263419e-09,2.0346685e-07,0.99999976
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,1737,unrelated,6.055615e-08,9.196899e-09,4.783465e-06,0.9999951
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",298,unrelated,1.8131063e-09,6.4034084e-10,8.683478e-07,0.99999917
Judicial Watch's Farrell: ISIS Terrorists Did Cross Mexican Border,225,unrelated,1.13889804e-07,1.6954786e-08,8.263611e-08,0.99999976
Conde Nast's rat problem at One World Trade Centre: From red carpets to rodent droppings,2106,discuss,0.0048332824,2.0391295e-05,0.9951454,9.3405214e-07
REPORT: Alleged New Audio of Michael Brown Shooting,971,unrelated,5.8291672e-08,1.3328235e-08,2.0337577e-06,0.99999785
Ottawa gunman identified as 32-year-old Michael Zehaf-Bibeau,1569,agree,0.92578834,0.000168167,0.07402836,1.5107832e-05
ISIS Beheads American Journalist,11,unrelated,9.919746e-07,7.304725e-08,4.704107e-06,0.9999943
Soldier shot near Canadian parliament building,2304,unrelated,8.9421185e-08,4.3075797e-08,1.3426693e-05,0.9999864
Islamic State claims to have beheaded American journalist,2047,discuss,9.085015e-07,1.6852412e-06,0.99999535,2.1110666e-06
"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",1289,unrelated,1.7117435e-08,1.062978e-07,2.7636997e-05,0.9999722
Pentagon: ISIS Got U.S. Weapons Package,1572,unrelated,1.560242e-07,4.8859082e-08,1.4092393e-06,0.99999833
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,1893,unrelated,4.338639e-08,2.3705903e-08,2.7224119e-06,0.99999726
Boko Haram Denies Nigeria Cease-Fire Claim,34,unrelated,3.292139e-07,4.157127e-09,2.241407e-07,0.9999994
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,2060,discuss,0.013265534,0.00015307586,0.9865449,3.652988e-05
TBS speeds up Seinfeld 7.5% to gain an extra 2 minutes of commercial ad time.,1981,unrelated,1.7820752e-06,9.752467e-09,2.2124065e-07,0.999998
Paul Revere's 1795 time capsule unearthed,2509,unrelated,2.6790113e-07,1.9415133e-08,1.8196257e-05,0.9999815
Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',1786,unrelated,3.3644035e-08,7.723655e-09,5.89368e-06,0.99999404
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,688,discuss,5.356266e-05,1.5852484e-06,0.99994206,2.7363221e-06
That ESPN Domestic Violence Panel You Keep Hearing About Isn't Real,126,unrelated,2.1551315e-08,1.09684795e-08,7.089473e-07,0.9999993
Michael Phelps' Reported Girlfriend Reveals She Was Born Intersex,1849,unrelated,8.7601967e-07,2.752344e-07,1.06403455e-07,0.9999987
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,639,discuss,8.320713e-06,4.4839368e-07,0.99999,1.1866919e-06
#Hairgate: iPhone 6 users say device pulls out hair,2531,unrelated,3.92654e-08,6.432288e-09,7.367225e-07,0.99999917
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,1580,agree,0.9938672,8.098578e-06,0.006123645,1.029924e-06
Michael Brown shooting audio caught on tape?,693,discuss,3.149385e-05,5.9905865e-06,0.99996066,1.8455235e-06
iPhone Game Developer Quits Job By Hiding The Greatest Letter Of Resignation Ever Inside His Game,879,unrelated,0.0012730114,0.0017322946,0.0011883449,0.99580634
Someone Trolled Twitter Into Thinking Macklemore Joined ISIS,1893,unrelated,3.7408245e-05,6.448333e-07,0.012956067,0.98700583
Doubts cast over Nicaragua meteorite claim,269,unrelated,7.172223e-07,2.2955293e-08,5.6573026e-07,0.9999987
NET Extra: Back-from-the-dead Catholic priest claims God is a female...,2523,unrelated,1.5078683e-07,2.3739446e-08,1.13915055e-08,0.99999976
"Spider burrowed into appendix scar, crawled through WA man's body",1708,unrelated,5.5771288e-08,2.5089815e-07,6.7693327e-06,0.99999297
Obama denounces killing of journalist James Foley and pledges ‘justice’,524,unrelated,6.711559e-07,3.2623216e-08,3.6251909e-06,0.9999957
"Nun gives birth, intends to keep baby",1164,unrelated,6.0063417e-07,4.5975552e-09,3.917265e-08,0.9999994
Teacher sex tape exposed as a FAKE after internet detectives trace the origin of pornographic clip,482,agree,0.706697,0.26876265,0.024527095,1.3241479e-05
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,1374,unrelated,3.356711e-07,1.4499144e-08,5.6820363e-07,0.99999905
Newly Discovered Mass Grave Linked to Missing Mexican Students,1912,discuss,5.5207296e-05,0.008000787,0.991941,2.9739003e-06
"Don't forget to tip...especially if you spend $300,000",574,unrelated,5.0133826e-06,4.2756142e-07,0.0005895401,0.999405
Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation',367,unrelated,1.0823861e-08,3.575894e-08,3.8496423e-06,0.99999607
"Omar Gonzalez, White House Fence-Jumper, Made it Farther Inside",1137,unrelated,1.769093e-07,1.1232841e-07,1.8704446e-08,0.99999964
Daash Ebola transferred to Mosul {Google Translate],950,unrelated,2.876161e-07,1.0683942e-06,9.498595e-06,0.99998915
