Headline,Body ID,Stance,prob_0,prob_1,prob_2,prob_3
Senator: Detainees swapped for Bergdahl have contacted militants,209,discuss,0.00050160644,4.5590346e-05,0.9994019,5.086121e-05
US officials: Video shows American's execution,1439,unrelated,1.8446865e-08,4.508666e-08,2.6802993e-06,0.99999726
Italian catches huge wels catfish; is it a record?,793,unrelated,3.2583208e-05,9.8633606e-08,4.945169e-07,0.99996686
Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains,2492,agree,0.9779131,0.0006751117,0.021385659,2.608284e-05
CNN audio: Is this the moment Michael Brown was shot?,1916,discuss,7.666277e-05,7.763523e-06,0.9999131,2.4710725e-06
Kim Jong-un 'Had Surgery on Fractured Ankles',798,discuss,5.8330097e-05,3.697242e-05,0.99988854,1.609958e-05
Man who skipped work for 24 years is finally fired,1213,unrelated,1.6913221e-08,1.424706e-08,2.4025057e-08,1.0
This Week In Weird News: Horrible Human Slaps Elderly Woman For Sneezing,1939,unrelated,7.50237e-09,1.7378337e-09,8.124067e-07,0.99999917
Blundering boyfriend burns down college after trying to impress his girlfriend with elaborate marriage proposal,499,unrelated,1.5929275e-07,5.1549783e-08,3.5831013e-06,0.9999962
Soldier shot in Ottawa at War Memorial,1933,unrelated,7.0793995e-08,3.283804e-08,1.0706683e-07,0.99999976
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,1846,disagree,0.34251598,0.64496845,0.012477846,3.7741847e-05
Passenger Wears A Hazmat Suit To Dulles Airport,2114,unrelated,3.845608e-06,1.627731e-07,1.3450713e-06,0.99999464
Durex on Rumored ‘Pumpkin Spice’ Condom: No Comment,367,unrelated,2.5123219e-08,6.167182e-09,1.6398881e-06,0.99999833
For sale: Tiger's former island in Sweden,604,agree,0.9961965,0.0010638323,0.0027371182,2.5952845e-06
DHS Rebuffs Congressman’s Claim ISIS Infiltrating Southern Border,2141,unrelated,3.6646345e-08,1.3363142e-07,7.92501e-09,0.9999999
"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",1865,discuss,5.250504e-06,4.5012695e-07,0.9999943,6.300442e-08
"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",615,unrelated,8.907057e-07,5.517818e-08,2.7935797e-05,0.99997115
Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,1074,unrelated,1.2664503e-07,3.8671087e-07,1.1067673e-06,0.99999833
Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,1883,unrelated,1.8885585e-08,4.244e-08,5.1659924e-07,0.9999994
Wife and child of Islamic State leader Baghdadi held in Lebanon,72,unrelated,1.14482184e-07,6.674523e-08,2.3088839e-07,0.99999964
"Viral Video Of Homeless Man Spending $100 On Food For Other Homeless Was Faked, Witness Says",359,unrelated,8.869516e-08,1.7266058e-07,3.2808057e-07,0.9999994
Claim: Comcast Got Complaining Customer Fired From His Job,2034,unrelated,5.6039867e-06,6.13457e-06,1.3906476e-05,0.99997437
Questions raised over Nicaragua 'meteorite',2154,discuss,3.7559712e-06,9.1311017e-07,0.99999523,1.08852845e-07
Experts: More facts needed on purported audio recording of Michael Brown shooting,1897,unrelated,1.0533212e-08,6.9964785e-09,5.9391965e-08,0.9999999
Macaulay Culkin Dead?,690,unrelated,1.5241923e-08,1.0079523e-08,7.675689e-06,0.99999225
Nicaragua asks U.S. for help investigating meteorite crater,724,unrelated,4.9684267e-08,5.8970365e-08,1.689874e-08,0.9999999
"Absent from duty for 25 years, CPWD official dismissed",844,unrelated,2.9969524e-07,1.7533702e-08,2.0633692e-07,0.9999995
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1336,discuss,0.0018278136,6.2747827e-06,0.9980457,0.000120189965
BREAKING NEWS: British-born U.S. photojournalist held hostage by al-Qaeda killed in failed rescue attempt in Yemen,120,unrelated,3.183312e-09,6.261302e-09,1.6624402e-06,0.99999833
Pumpkin Spice condoms? Don't fall for this hoax.,1708,discuss,0.009677072,0.00046976266,0.98985076,2.451224e-06
"Once Again, The Banksy 'Arrest' Is A Giant Hoax. Repeat: A Hoax.",1293,unrelated,1.3501695e-07,1.7598037e-08,8.5083e-08,0.99999976
Christian Bale Exits Steve Jobs Movie (Exclusive),1157,discuss,0.0032927454,0.0005408088,0.925683,0.070483424
"Boko Haram denies cease-fire, leader says he married off kidnapped girls",459,unrelated,1.11154314e-07,3.1315741e-09,4.3963787e-08,0.9999999
