Headline,Body ID,Stance,prob_0,prob_1,prob_2,prob_3
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,2248,unrelated,4.567673e-06,2.3992711e-06,1.3391157e-06,0.99999166
Iraqi Official Dismisses ‘Unfounded’ Reports That ISIS Fighters Have Ebola,1013,unrelated,5.971497e-08,7.45844e-09,7.4390124e-07,0.99999917
Nigeria says it has deal with Boko Haram to release kidnapped girls,171,unrelated,1.3097332e-06,1.11086464e-07,0.0007443793,0.99925417
ISIL allegedly kills US journalist in video,2147,discuss,6.278054e-06,1.2477604e-05,0.99874794,0.0012333214
North Korea Leader Kim Jong Un Is Still In Charge: Source,2022,discuss,0.00028552522,5.564369e-05,0.9985146,0.0011442562
ESPN’s Domestic Abuse Tonight Panel Will Be 100% Dudes,2531,unrelated,1.343471e-07,1.6521493e-07,1.9468275e-06,0.99999774
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",1374,unrelated,6.255716e-07,3.5945655e-09,3.0673394e-08,0.9999993
Video: Marine saved by helmet after Taliban sniper attack,1734,agree,0.99945813,6.307586e-05,0.00047503872,3.7030748e-06
Iraqi social-media rumors claim IS leader slain,1988,unrelated,2.4429756e-08,6.3154936e-08,8.0046775e-05,0.9999199
Report claims Kim Jong-un underwent surgery to repair fractured ankles,1854,discuss,1.3317669e-05,4.5763798e-07,0.9999825,3.7820437e-06
"Prankster Gives Homeless Man $100, Secretly Follows Him And Learns He Buys Food For Others",2240,unrelated,5.449198e-07,4.209142e-08,1.1618572e-08,0.9999994
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",724,unrelated,3.6226016e-08,1.4906623e-08,2.4669578e-06,0.9999975
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1602,discuss,0.002890108,0.0035586823,0.993551,1.3094282e-07
Female Israeli fighter said abducted by Islamic State  Read more: Female Israeli fighter said abducted by Islamic State,80,unrelated,6.7927694e-08,2.113493e-08,1.3110649e-07,0.99999976
ISIS Getting Ebola,1398,unrelated,3.7384136e-05,0.000461201,0.11277178,0.88672966
