Headline,Body ID,Stance,prob_0,prob_1,prob_2,prob_3
'There is no limit to their depravity' Islamic State FEED mother her own SON,1786,discuss,0.0064322227,6.9285554e-05,0.96548605,0.028012443
Amazon.com to open first physical store in Manhattan: DJ,2453,unrelated,2.58483e-06,1.8608007e-05,3.3578817e-05,0.9999453
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,1948,unrelated,2.6670094e-08,1.9681154e-09,7.916046e-05,0.99992085
IS militant 'Jihadi John' named as Mohammed Emwazi from London,1465,unrelated,3.1929115e-08,6.8751786e-09,9.425924e-07,0.99999905
Sugarhill Gang Rapper ‘Big Bank Hank’ Dies at 57,2118,unrelated,9.942197e-08,1.8230384e-08,8.8354346e-07,0.99999905
Soldier shot in Ottawa at War Memorial,2470,unrelated,1.2964755e-07,2.1503576e-08,1.5228259e-05,0.9999846
Josh Paler Lin Gives A Homeless Man $100 And Follows Him To See How He Spends It,344,unrelated,6.72923e-07,8.429305e-08,9.932263e-06,0.9999893
Matt Taibbi on leave of absence from First Look Media,267,discuss,0.14337888,5.1612733e-05,0.8565584,1.1087442e-05
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",1720,unrelated,1.1258636e-08,1.6520534e-08,6.202289e-07,0.9999994
Government fires employee who skipped work for 24 years,286,unrelated,7.2206485e-09,2.901804e-10,3.169367e-07,0.99999964
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,1009,discuss,1.2288914e-05,2.3622588e-06,0.999985,3.9849203e-07
Islamic State 'training pilots to fly fighter jets',2342,unrelated,3.8774817e-07,3.1750562e-07,0.00012692112,0.9998723
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,121,unrelated,6.178141e-06,2.3487962e-06,0.003350027,0.9966414
Nasa’s ‘six days of total darkness in December 2014’ is a hoax,696,unrelated,0.00015481583,4.4892986e-06,3.6674676e-06,0.99983704
CNN Posts Alleged Audio of Michael Brown Shooting,2044,unrelated,1.3854824e-07,3.4368203e-08,1.4876061e-06,0.99999833
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",2043,unrelated,3.0843407e-07,4.525803e-09,1.12521334e-08,0.99999964
"North Korean leader Kim Jong-un not missing, just having ankle surgery",186,unrelated,7.984319e-09,2.1609108e-09,5.2379846e-08,0.9999999
Soldier shot near Canadian parliament building,2338,unrelated,1.176591e-07,1.1585689e-08,7.930236e-06,0.9999919
Bali spider burrows under Aussie’s chest,2459,unrelated,2.4473457e-06,3.1882396e-07,4.3874035e-08,0.99999714
"Islamic State Training Pilots in Military Jets, Monitors Say",630,discuss,4.336519e-05,3.8808907e-06,0.99995244,3.091056e-07
Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace,2478,agree,0.99582666,0.0017033855,0.0024684924,1.3796915e-06
Mirfield man's tears of joy after lost voicemail of wife retrieved,1294,unrelated,1.6449303e-07,7.184876e-09,1.8198597e-06,0.999998
Ottawa shooting: Sergeant-at-arms Kevin Vickers hailed a hero for shooting rampaging gunman,2410,unrelated,1.4880578e-05,1.9872602e-06,0.0007724487,0.9992107
The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,2317,unrelated,1.2473613e-08,1.3248115e-08,2.4597691e-06,0.9999975
Schoolboy almost killed by electric shock claims he now has superpowers like Magneto,1873,unrelated,1.16090515e-08,1.7411137e-08,1.2746129e-07,0.9999999
Judd Nelson rebuffs Internet rumors that he died of a drug overdose.,2483,unrelated,9.40841e-07,5.0610552e-08,2.9887264e-08,0.9999989
"In Moscow, police are looking for a felon, cut the male genitals",2343,unrelated,1.7741083e-08,2.3972115e-08,1.1108515e-06,0.9999988
Airport worker strips naked at security scanner in protest against guards,662,unrelated,8.0595834e-07,3.1065394e-08,6.4992925e-08,0.99999905
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",2115,unrelated,3.6949547e-08,1.4664402e-10,2.8365724e-08,0.9999999
"US, UK eye rapper as British-born militant who beheaded journalist James Foley",1530,discuss,1.0786304e-05,3.9799256e-06,0.9999424,4.2862444e-05
Amazon Reportedly Planning An Ad-Supported Video Service That Will Be Cheaper Than Netflix,531,unrelated,4.1288315e-09,5.119282e-08,7.855666e-06,0.99999213
Mexico Student Massacre Update: More Graves Discovered At Murder Site,1293,unrelated,9.087089e-09,1.2487732e-08,3.8085759e-07,0.99999964
"Cook said to confirm Apple Watch is showerproof, lasts a day",2020,unrelated,2.7733558e-06,8.7171735e-08,3.6398708e-07,0.9999968
What Glenn Beck Fears May Be Done With the 11 Missing Jets,1338,unrelated,2.121564e-06,1.15228396e-07,3.4604852e-07,0.9999974
Vogue’s Rat Infestation: Disturbing New Details,1619,discuss,0.002825648,3.321698e-05,0.9971374,3.7435304e-06
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,1439,unrelated,5.5510334e-08,9.004834e-09,1.0344052e-06,0.9999989
Rumor Robert Plant Ripped Up $800 Million Contract To Reunite Led Zeppelin Called 'Rubbish',1277,unrelated,4.356548e-09,4.540993e-09,8.6385614e-07,0.99999917
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,26,unrelated,4.325092e-06,8.4396504e-08,4.3422244e-07,0.9999951
Nicaragua asks U.S. for help investigating meteorite crater,1900,unrelated,8.789643e-08,3.0959008e-08,4.187875e-08,0.9999999
SEE IT: NBC meteorologist Mike Seidel appears to relieve himself during broadcast; network says he was looking for phone,633,unrelated,1.939016e-05,0.00022648183,0.00010761309,0.99964654
NET Extra: Back-from-the-dead Catholic priest claims God is a female...,2313,unrelated,9.065278e-08,5.8595962e-08,5.491376e-07,0.9999993
Search launched for dog's owner after pooch found dumped next to suitcase filled with belongings,1853,agree,0.9993868,0.00011078334,0.00050081377,1.6318514e-06
Isis Syria News: Video Shows US Airdropped Weapons and Grenades 'Captured by Islamic State',693,unrelated,9.4566786e-08,3.334653e-08,9.228837e-06,0.9999907
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,2250,discuss,0.002308762,6.982996e-05,0.9976121,9.283388e-06
The @FoxNewsPress Account Tweeting Lawsuit Threats Is a Fake,1656,unrelated,2.2109905e-05,9.8087685e-06,0.00018134883,0.9997868
Kim Jong-un 'so fat he has fractured his ankles',2327,unrelated,6.969844e-08,3.579511e-08,1.33579315e-05,0.9999865
IPhone 6 users are tearing their hair out,1867,discuss,0.0009974844,3.313628e-05,0.9989691,3.5175526e-07
Lego letter to parents in 1974 on gender equality still resonates 40 years on,22,unrelated,8.4673957e-07,9.595475e-07,1.6400496e-05,0.99998176
Hospital Officials: Kansas City Patient Not Being Treated For Ebola,1252,discuss,0.059834428,0.0049692816,0.93356144,0.001634831
Homeless man who received a meal and hotel stay after spending $100 donation on food for friends insists it was NOT a hoax – despite new witness insisting there was no way he could have been secretly filmed,742,unrelated,9.708891e-09,4.0254493e-09,2.4680197e-05,0.9999753
"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",1575,unrelated,3.2257788e-08,1.60379e-08,3.2856127e-07,0.99999964
"BATMOBILE NOT STOLEN, MTV CONTEST PRIZE REMAINS UNCLAIMED",1807,unrelated,5.3916715e-08,5.2158367e-09,6.792523e-07,0.9999993
"Soon Marijuana May Lead to Ticket, Not Arrest, in New York",269,unrelated,1.8267559e-07,3.679562e-08,3.1216694e-06,0.99999666
7 Bosnian teens get pregnant on school trip,571,unrelated,1.3100035e-07,8.93128e-09,1.3224965e-06,0.99999857
Amazon is opening its first physical store,2116,discuss,0.0014384197,1.2254612e-05,0.998546,3.4030215e-06
Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,1385,unrelated,2.329479e-08,2.5264069e-09,9.558158e-07,0.99999905
New Audio Shows Michael Brown Was Shot at 11 Times,346,unrelated,1.4213668e-07,2.5804221e-08,6.538316e-06,0.9999933
New Audio Recording From Ferguson May Capture Michael Brown Shooting,2020,unrelated,5.4983357e-06,1.8681454e-06,5.5863096e-05,0.9999368
Ottawa Gunman Identified As Michael Zehaf-Bibeau,972,unrelated,8.8396774e-08,4.1491308e-08,3.8358188e-08,0.9999999
Holy Theft! Batmobile Stolen from 'Batman v Superman'???,702,unrelated,1.0292577e-08,2.0128809e-07,8.1725005e-07,0.9999989
Fisherman lands 19 STONE catfish which could be biggest in world to be hooked,1913,unrelated,1.2850661e-05,1.8169631e-07,1.0973104e-06,0.9999858
"Are missing students in mass graves found near Iguala, Mexico?",1740,unrelated,2.1089156e-06,1.95799e-07,5.564268e-05,0.99994206
SEE IT: California homeless man uses $100 gift to give food to others,742,unrelated,2.3619485e-08,2.651991e-08,5.9734025e-06,0.9999939
"Fidel Castro Is Dead, According to Viral Twitter Rumors",879,unrelated,3.4151686e-08,1.9241549e-08,6.1658516e-06,0.9999938
New Audio Recording From Ferguson May Capture Michael Brown Shooting,1934,discuss,4.5972224e-06,3.187391e-07,0.99999034,4.7759804e-06
