,Headline,Body ID,Stance
0,UPDATE: Internet report of Ebola outbreak in Purdon not true,1832,unrelated
1,"No, a bird didn't poop on Vladimir Putin",2403,unrelated
2,Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',2307,unrelated
3,Killing in the name of! Kim Jong-un launches attack on others named 'Kim Jong-un',78,unrelated
4,Man who SLAPS people if they sneeze in public being hunted by police,1530,unrelated
5,Judd Nelson Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo,1968,unrelated
6,"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",1697,unrelated
7,Lynch Mob Castrates Alleged Rapist In Rajasthan,689,unrelated
8,"At CBS Detroit, Fan Site 'Scuttlebutt' Is Enough to Publish Batmobile Rumor",1789,unrelated
9,"Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man",431,unrelated
10,"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",1048,unrelated
11,"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",130,unrelated
12,Boko Haram denies truce to release kidnapped schoolgirls,304,unrelated
13,"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",1681,discuss
14,"Jess Smith, 19, Claims She Was Teletubbies' Giggling Baby: What Did She Get Paid?",2142,unrelated
15,Nicaraguan commission on possible meteorite crash presents rock samples,2129,unrelated
16,This Kid Made $72 Million During Lunch,1291,unrelated
17,Marijuana May Soon Spark Just a Ticket in New York,2237,discuss
18,Could Kim Jong Un open a restaurant in Scotland?,2398,unrelated
19,"Comcast Is Threatening To Cut Off Customers Who Use Tor, The Web Browser For Criminals",0,unrelated
20,Shots Heard In Alleged Brown Shooting Recording [AUDIO],530,unrelated
21,Pumpkin Spice condoms? Don't fall for this hoax.,2354,agree
22,'Spiderman' squished: Perth experts debunk spider burrowing claims,962,unrelated
23,BATMAN VS. SUPERMAN BATMOBILE STOLEN,137,unrelated
24,"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",972,unrelated
25,New Audio Shows Michael Brown Was Shot at 11 Times,132,unrelated
26,"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",2055,agree
27,"Amazon to launch first brick-and-mortar store, report says",1369,unrelated
28,"'See you Monday': N.L. man keeps Facebook promise to police, turns himself in  Read more: http://www.ctvnews.ca/canada/see-you-monday-n-l-man-keeps-facebook-promise-to-police-turns-himself-in-1.2206960#ixzz3QEDaSGxU",2524,unrelated
29,MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,1472,discuss
30,NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,1922,discuss
31,"Accused Boston Marathon Bomber Severely Injured In Prison, May Never Walk Or Talk Again",80,unrelated
32,Seth Rogen reportedly nabs Steve Wozniak role in Steve Jobs filmSteve Jobs Iconic Moments,1543,unrelated
33,Report: Exec popped for $300k dinner after run at blackjack,1268,discuss
34,"Man chops off own penis, throws it in a dustbin after poor show in bed",1560,discuss
35,Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,1406,unrelated
36,Michael Brown shooting audio caught on tape?,1435,unrelated
37,Christian Bale Is Steve Jobs,2097,unrelated
38,N Korean leader misses annual ritual; sister ‘takes over duties’,755,unrelated
39,GOP Rep. Duncan Hunter Claims 'At Least' 10 ISIS Fighters Apprehended On Texas Border,2266,discuss
40,Chinese advised to choose British-sounding names to get ahead,1987,unrelated
41,Vandals add rude paint job to $2.5m Bugatti (but luckily for the owner it all turned out to be a hoax),442,unrelated
42,"ISIS: We have our hands on weapons, ammo air-dropped by U.S.",693,unrelated
43,"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",186,unrelated
44,"Pictured: Heroic sergeant-at-arms, 58, walking through Parliament gun in hand just moments after he killed gunman Michael Zehaf-Bibeau",502,agree
45,Seth Rogen may play Steve Wozniak alongside Christian Bale as Steve Jobs,1588,unrelated
46,Large space object slams Nicaragua’s capital as asteroid passes Earth,40,unrelated
47,The “Flood Libel” Propagandists of 2015,719,unrelated
